,Unnamed: 0,Temperature,Precip,Precip_frac,Sub_ROFF,SF_ROFF,Snow_depth,Date
28,28,274.67880249023443,214.0870361328125,0.30053746700286865,2.076140390272485e-06,1.2306494454605854e-06,274.67880249023443,2002-09-29
29,29,273.55227661132807,214.9989318847656,0.3494724929332733,2.0780660179298142e-06,4.009278029570851e-07,273.55227661132807,2002-09-30
30,30,272.65725708007807,215.7857818603516,0.4846076965332031,2.0823692921112524e-06,2.4658774577801523e-07,272.65725708007807,2002-10-01
31,31,271.1835327148437,218.20245361328125,0.587784469127655,2.0865854821749963e-06,6.927767230990868e-07,271.1835327148437,2002-10-02
32,32,269.37197875976557,220.0694274902344,0.8719439506530762,2.090125235554296e-06,5.7276018594620837e-08,269.37197875976557,2002-10-03
33,33,267.18295288085943,220.63067626953125,0.5376926064491272,2.0929001038894053e-06,1.2752416012062895e-08,267.18295288085943,2002-10-04
34,34,266.10333251953125,220.72848510742188,0.39089089632034296,2.0944378320564287e-06,1.1554311951655907e-09,266.10333251953125,2002-10-05
35,35,265.48876953125,220.7349090576172,0.015024564228951931,2.094559704346466e-06,1.1975298530586542e-10,265.48876953125,2002-10-06
36,36,268.73623657226557,221.0802459716797,0.1917601078748703,2.0930974642396905e-06,4.563656119671578e-08,268.73623657226557,2002-10-07
37,37,267.95388793945307,225.0474853515625,0.7743340730667114,2.091599299092195e-06,1.7495837028036476e-06,267.95388793945307,2002-10-08
38,38,263.14324951171875,227.3199462890625,0.7706645727157593,2.096570142384735e-06,0.0,263.14324951171875,2002-10-09
39,39,258.63482666015625,227.92935180664062,0.3786060214042664,2.104433860949939e-06,0.0,258.63482666015625,2002-10-10
40,40,259.11407470703125,227.9336853027344,0.09752925485372543,2.11068254429847e-06,0.0,259.11407470703125,2002-10-11
41,41,265.47433471679693,228.01629638671875,0.26869356632232666,2.114041080858442e-06,4.230800779159161e-11,265.47433471679693,2002-10-12
42,42,264.22390747070307,230.5248565673828,0.8341160416603088,2.1148600808373885e-06,6.517560535712619e-08,264.22390747070307,2002-10-13
43,43,263.13140869140625,231.78135681152344,0.4778055548667908,2.1141386241652067e-06,1.3516777697120121e-09,263.13140869140625,2002-10-14
44,44,262.51644897460943,233.83688354492188,0.7785004973411559,2.111908997903811e-06,3.462295978806651e-07,262.51644897460943,2002-10-15
45,45,260.5360107421875,235.3135070800781,0.5132408142089844,2.1086848391860258e-06,7.598715967560565e-08,260.5360107421875,2002-10-16
46,46,255.94464111328125,237.8946685791016,0.6172400712966919,2.1045493667770647e-06,2.3389962189313e-10,255.94464111328125,2002-10-17
47,47,257.4872436523437,237.9730682373047,0.5994431972503662,2.09972790798929e-06,9.386296427604801e-12,257.4872436523437,2002-10-18
48,48,264.27978515625,239.42958068847656,0.731486976146698,2.094144292641431e-06,1.3358729233914346e-07,264.27978515625,2002-10-19
49,49,271.00735473632807,242.73257446289062,0.38847285509109497,2.087834445774206e-06,6.9404090936586735e-06,271.00735473632807,2002-10-20
50,50,272.94842529296875,244.67495727539062,0.20369720458984372,2.0849192878813483e-06,5.492519449035171e-06,272.94842529296875,2002-10-21
51,51,270.31011962890625,244.81314086914062,0.09675416350364684,2.094394631058094e-06,4.300071054785803e-07,270.31011962890625,2002-10-22
52,52,270.10275268554693,244.81314086914062,0.04005536437034607,2.1147827737877382e-06,1.0232250247099727e-07,270.10275268554693,2002-10-23
53,53,271.68472290039057,244.81314086914062,0.01664801873266697,2.137276396751986e-06,1.4392799130291678e-06,271.68472290039057,2002-10-24
54,54,271.666748046875,244.81314086914062,0.0,2.1606779228022788e-06,1.521331000731152e-06,271.666748046875,2002-10-25
55,55,271.12783813476557,244.8144989013672,0.035030163824558265,2.186650817748159e-06,6.481964192062151e-07,271.12783813476557,2002-10-26
56,56,270.74807739257807,245.3534240722656,0.2559422552585602,2.212002527812729e-06,8.163125926330396e-07,270.74807739257807,2002-10-27
57,57,267.58724975585943,248.1360321044922,0.6720691919326782,2.234739440609701e-06,7.637273142790945e-07,267.58724975585943,2002-10-28
58,58,268.6783447265625,248.3910217285156,0.1906050741672516,2.255677600260242e-06,1.5033873523861985e-07,268.6783447265625,2002-10-29
59,59,273.06182861328125,248.4825439453125,0.01663525402545929,2.2730441742169205e-06,2.453306024108315e-06,273.06182861328125,2002-10-30
60,60,270.81451416015625,248.5100555419922,0.055075954645872116,2.288447376486147e-06,4.2526065158199344e-07,270.81451416015625,2002-10-31
61,61,270.0283203125,249.31495666503903,0.4721101522445679,2.3032441731629656e-06,6.905133176360322e-08,270.0283203125,2002-11-01
62,62,267.8057861328125,250.9928741455078,0.8707100749015808,2.3154941573011456e-06,3.354321043147479e-09,267.8057861328125,2002-11-02
63,63,266.01119995117193,251.1561279296875,0.8483462333679199,2.324420847799047e-06,2.724910073514768e-15,266.01119995117193,2002-11-03
64,64,264.51596069335943,251.31411743164062,0.6899736523628235,2.329914195797756e-06,1.0812758024017488e-12,264.51596069335943,2002-11-04
65,65,261.15338134765625,252.3872375488281,0.8716911077499391,2.332218855372048e-06,3.968128325926301e-10,261.15338134765625,2002-11-05
66,66,261.46878051757807,253.33506774902344,0.4586863815784454,2.331958739887341e-06,0.0,261.46878051757807,2002-11-06
67,67,260.09976196289057,253.4774169921875,0.36994269490242,2.329631115571829e-06,1.901304358398193e-08,260.09976196289057,2002-11-07
68,68,255.20941162109372,253.60499572753903,0.3915489614009857,2.3257373413798628e-06,0.0,255.20941162109372,2002-11-08
69,69,251.40928649902344,253.79571533203125,0.5867632627487183,2.320811518075061e-06,0.0,251.40928649902344,2002-11-09
70,70,250.23085021972656,253.9724578857422,0.9464651346206664,2.3146976673160684e-06,0.0,250.23085021972656,2002-11-10
71,71,250.5801696777344,254.11666870117188,0.9866968393325806,2.3073928332451032e-06,0.0,250.5801696777344,2002-11-11
72,72,259.53738403320307,254.64881896972656,0.816670298576355,2.2989836452325108e-06,5.205868728989666e-16,259.53738403320307,2002-11-12
73,73,263.39126586914057,255.10494995117188,0.6150105595588684,2.2897866074345075e-06,0.0,263.39126586914057,2002-11-13
74,74,263.69772338867193,255.25282287597656,0.6618950366973877,2.2799388261773856e-06,1.242083880192979e-09,263.69772338867193,2002-11-14
75,75,263.7916259765625,256.14450073242193,0.8701004981994629,2.269594460813096e-06,1.4453820085247315e-11,263.7916259765625,2002-11-15
76,76,261.83517456054693,256.341552734375,0.7499293684959412,2.2589410946238786e-06,0.0,261.83517456054693,2002-11-16
77,77,260.39816284179693,256.6236572265625,0.8487871289253235,2.247992597403936e-06,0.0,260.39816284179693,2002-11-17
78,78,255.97935485839844,257.1251220703125,0.9381179809570312,2.236745785921812e-06,0.0,255.97935485839844,2002-11-18
79,79,253.1560516357422,257.47549438476557,0.8938045501708984,2.2252411326917354e-06,0.0,253.1560516357422,2002-11-19
80,80,255.9863586425781,258.27215576171875,0.8377408385276794,2.2135218387120403e-06,0.0,255.9863586425781,2002-11-20
81,81,258.3563842773437,258.51644897460943,0.6050360798835754,2.201651568611851e-06,0.0,258.3563842773437,2002-11-21
82,82,260.81411743164057,258.52117919921875,0.4825609922409058,2.1897376427659765e-06,0.0,260.81411743164057,2002-11-22
83,83,266.14129638671875,258.835205078125,0.25632336735725403,2.1774476408609193e-06,2.049134417703158e-09,266.14129638671875,2002-11-23
84,84,269.05355834960943,259.14627075195307,0.018512856215238568,2.1647497305821157e-06,6.287486371547857e-07,269.05355834960943,2002-11-24
85,85,265.72189331054693,259.19778442382807,0.31332653760910034,2.1525431748159463e-06,2.7454893469780476e-08,265.72189331054693,2002-11-25
86,86,266.86944580078125,259.34481811523443,0.2205587774515152,2.1415810351754767e-06,2.8256656037228817e-07,266.86944580078125,2002-11-26
87,87,271.0924072265625,263.185546875,0.4055140316486359,2.1313310298864963e-06,1.0869918696698733e-05,271.0924072265625,2002-11-27
88,88,266.26193237304693,265.66702270507807,0.7843632698059082,2.1252803890092764e-06,1.893404828479106e-07,266.26193237304693,2002-11-28
89,89,264.86538696289057,266.12942504882807,0.52501380443573,2.1235548501863377e-06,8.882639512819424e-09,264.86538696289057,2002-11-29
90,90,271.68038940429693,268.63906860351557,0.4172716438770294,2.1233356619632104e-06,2.121967781931744e-06,271.68038940429693,2002-11-30
91,91,262.1839599609375,269.73065185546875,0.6015805602073669,2.1247740278340643e-06,2.646671362072084e-07,262.1839599609375,2002-12-01
92,92,259.295654296875,269.79904174804693,0.2801996171474457,2.1286271021381253e-06,2.8494680573420972e-11,259.295654296875,2002-12-02
93,93,260.9398803710937,269.799560546875,0.24155962467193606,2.132113650077372e-06,5.36146994856157e-12,260.9398803710937,2002-12-03
94,94,263.38375854492193,269.84500122070307,0.29981958866119385,2.13389262171404e-06,0.0,263.38375854492193,2002-12-04
95,95,263.02398681640625,270.62322998046875,0.8025565147399902,2.133905809387216e-06,5.273844649877901e-08,263.02398681640625,2002-12-05
96,96,259.486572265625,271.27554321289057,0.8126040697097778,2.132346708094701e-06,5.437011604825237e-11,259.486572265625,2002-12-06
97,97,264.15093994140625,271.3251342773437,0.6146138310432434,2.1293919871823164e-06,0.0,264.15093994140625,2002-12-07
98,98,265.7188720703125,271.80581665039057,0.7934719920158386,2.125266064467724e-06,3.1307565429017363e-09,265.7188720703125,2002-12-08
99,99,264.53543090820307,272.03524780273443,0.6961285471916199,2.120170620401041e-06,0.0,264.53543090820307,2002-12-09
100,100,264.43594360351557,272.12094116210943,0.7730480432510376,2.114301878464176e-06,4.6559292532499796e-10,264.43594360351557,2002-12-10
101,101,264.79891967773443,272.35684204101557,0.9566895365715028,2.1077294150018133e-06,1.7040454117212e-11,264.79891967773443,2002-12-11
102,102,264.61968994140625,272.5999755859375,0.8541587591171265,2.100534402416088e-06,1.0307349591898165e-12,264.61968994140625,2002-12-12
103,103,263.56771850585943,275.2783203125,0.94468492269516,2.092752311000368e-06,4.157317601283239e-09,263.56771850585943,2002-12-13
104,104,255.6757049560547,278.5284423828125,0.7350630760192871,2.0847899122600207e-06,0.0,255.6757049560547,2002-12-14
105,105,252.8738555908203,278.80972290039057,0.913970410823822,2.0765498902619584e-06,0.0,252.8738555908203,2002-12-15
106,106,252.09634399414062,279.85372924804693,0.9993872642517091,2.068064304694417e-06,0.0,252.09634399414062,2002-12-16
107,107,253.0782623291016,281.0086669921875,0.9525385499000548,2.0595132355083483e-06,0.0,253.0782623291016,2002-12-17
108,108,255.30838012695312,282.0501403808594,0.9932414293289183,2.0509528440015856e-06,0.0,255.30838012695312,2002-12-18
109,109,251.58360290527344,283.7304992675781,0.9997769594192504,2.0423592559382087e-06,0.0,251.58360290527344,2002-12-19
110,110,249.81256103515625,284.1427001953125,0.9465949535369872,2.033802729783929e-06,0.0,249.81256103515625,2002-12-20
111,111,251.48419189453125,284.2067565917969,0.7857958078384399,2.0253264665370807e-06,0.0,251.48419189453125,2002-12-21
112,112,252.2321319580078,284.25439453125,0.6507198214530945,2.0168431547062937e-06,0.0,252.2321319580078,2002-12-22
113,113,260.35092163085943,285.12078857421875,0.5519141554832458,2.0081292859686073e-06,0.0,260.35092163085943,2002-12-23
114,114,261.13006591796875,286.2791442871094,0.4518108367919922,1.9997071376565145e-06,0.0,261.13006591796875,2002-12-24
115,115,258.70806884765625,287.4454650878906,0.8380697965621948,1.991537374124164e-06,0.0,258.70806884765625,2002-12-25
116,116,254.75819396972656,288.92340087890625,0.8480561971664429,1.9833621536236028e-06,0.0,254.75819396972656,2002-12-26
117,117,250.6122894287109,289.8912658691406,0.9815989136695862,1.975273335119709e-06,0.0,250.6122894287109,2002-12-27
118,118,247.03256225585938,290.38336181640625,0.9998788833618164,1.967260004676064e-06,0.0,247.03256225585938,2002-12-28
119,119,246.22885131835938,290.8509216308594,0.9950632452964784,1.9593276192608755e-06,0.0,246.22885131835938,2002-12-29
120,120,246.4882049560547,291.1417541503906,0.963029146194458,1.9515041458362248e-06,0.0,246.4882049560547,2002-12-30
121,121,244.0418701171875,292.5401306152344,0.8808177709579468,1.9436597540334333e-06,0.0,244.0418701171875,2002-12-31
0,0,250.26409912109372,707.37890625,0.201933428645134,2.3582940684718783e-06,0.0,250.26409912109372,2004-01-01
1,1,249.5269012451172,707.3790283203125,0.25658610463142395,2.3529971713287527e-06,0.0,249.5269012451172,2004-01-02
2,2,251.4824981689453,707.403564453125,0.6633230447769165,2.347974714211887e-06,0.0,251.4824981689453,2004-01-03
3,3,256.74737548828125,707.8703002929688,0.8750793933868408,2.3427799078490352e-06,0.0,256.74737548828125,2004-01-04
4,4,257.17593383789057,708.0830078125,0.5861726999282837,2.337643763894448e-06,0.0,257.17593383789057,2004-01-05
5,5,250.54034423828125,708.2374267578125,0.6698970794677734,2.3326540485868463e-06,0.0,250.54034423828125,2004-01-06
6,6,244.6666717529297,708.809326171875,0.9052988886833192,2.3275961211766116e-06,0.0,244.6666717529297,2004-01-07
7,7,240.4186553955078,709.07177734375,0.9592981934547424,2.3227294150274247e-06,0.0,240.4186553955078,2004-01-08
8,8,243.58241271972656,709.4009399414062,0.9624829292297364,2.317879761903896e-06,0.0,243.58241271972656,2004-01-09
9,9,253.76254272460938,710.8633422851562,0.9892763495445251,2.31277499551652e-06,0.0,253.76254272460938,2004-01-10
10,10,253.95358276367188,712.600830078125,0.7363309860229492,2.307501517861965e-06,0.0,253.95358276367188,2004-01-11
11,11,251.1011962890625,712.6805419921875,0.7107638120651245,2.30252794608532e-06,0.0,251.1011962890625,2004-01-12
12,12,249.48097229003903,713.0941162109375,0.6841554641723633,2.297669198014773e-06,0.0,249.48097229003903,2004-01-13
13,13,249.3682403564453,715.2483520507812,0.5709607005119324,2.292544195370283e-06,0.0,249.3682403564453,2004-01-14
14,14,244.56820678710938,717.8457641601562,0.6765134334564209,2.2873730358696776e-06,0.0,244.56820678710938,2004-01-15
15,15,237.45193481445312,718.806884765625,0.8269428014755249,2.282687319166144e-06,0.0,237.45193481445312,2004-01-16
16,16,237.63726806640625,718.9425048828125,0.980758011341095,2.2780541257816367e-06,0.0,237.63726806640625,2004-01-17
17,17,239.3787384033203,720.4140014648438,0.9944642186164856,2.2731794615538084e-06,0.0,239.3787384033203,2004-01-18
18,18,238.2538909912109,721.16552734375,0.895239531993866,2.268294110763236e-06,0.0,238.2538909912109,2004-01-19
19,19,245.0113677978516,721.2614135742188,0.7415707111358643,2.263363739984925e-06,0.0,245.0113677978516,2004-01-20
20,20,249.804443359375,722.15185546875,0.5742170810699463,2.2583049030799884e-06,0.0,249.804443359375,2004-01-21
21,21,249.4458923339844,722.7405395507812,0.5084592700004578,2.2534843537869165e-06,0.0,249.4458923339844,2004-01-22
22,22,246.54034423828125,723.1689453125,0.4355656802654265,2.2487447495223027e-06,0.0,246.54034423828125,2004-01-23
23,23,245.2258758544922,723.2149047851562,0.3504077792167664,2.244087681901874e-06,0.0,245.2258758544922,2004-01-24
24,24,243.59164428710938,723.2291259765625,0.7740381956100464,2.239466084574815e-06,0.0,243.59164428710938,2004-01-25
25,25,244.37159729003903,723.230224609375,0.2513877749443054,2.2348101538227642e-06,0.0,244.37159729003903,2004-01-26
26,26,246.2890472412109,723.230224609375,0.0660916268825531,2.2301437638816424e-06,0.0,246.2890472412109,2004-01-27
27,27,247.51341247558597,723.230224609375,0.05870331451296806,2.2254553186940033e-06,0.0,247.51341247558597,2004-01-28
28,28,247.9600372314453,723.230224609375,0.09035085141658784,2.2207661913853367e-06,0.0,247.9600372314453,2004-01-29
29,29,246.0789337158203,723.23046875,0.38037985563278204,2.2161045762913996e-06,0.0,246.0789337158203,2004-01-30
30,30,243.2774658203125,723.2313232421875,0.6816429495811462,2.211392484241514e-06,0.0,243.2774658203125,2004-01-31
31,31,248.06167602539062,723.3012084960938,0.5968219041824341,2.2066592464398127e-06,0.0,248.06167602539062,2004-02-01
32,32,254.68743896484372,723.740478515625,0.6575561165809631,2.2017065930413082e-06,0.0,254.68743896484372,2004-02-02
33,33,256.5489501953125,724.453369140625,0.6128979325294495,2.196761215600418e-06,0.0,256.5489501953125,2004-02-03
34,34,255.5240478515625,725.4812622070312,0.5800736546516418,2.1918544916843534e-06,0.0,255.5240478515625,2004-02-04
35,35,258.6561889648437,725.6109008789062,0.35536497831344604,2.1870766886422648e-06,0.0,258.6561889648437,2004-02-05
36,36,258.1505126953125,727.7887573242188,0.9136895537376404,2.182267962780316e-06,0.0,258.1505126953125,2004-02-06
37,37,249.21755981445312,730.876220703125,0.8974804878234863,2.1773928438051367e-06,0.0,249.21755981445312,2004-02-07
38,38,251.1218414306641,731.190673828125,0.7401944398880005,2.172653921661549e-06,0.0,251.1218414306641,2004-02-08
39,39,253.47955322265625,733.9876098632812,0.8046812415122986,2.167833144994802e-06,0.0,253.47955322265625,2004-02-09
40,40,258.79611206054693,734.1680908203125,0.2990037500858307,2.1632026800944004e-06,0.0,258.79611206054693,2004-02-10
41,41,268.4835205078125,734.588623046875,0.3792532980442047,2.1579921849479437e-06,2.7857149120791286e-07,268.4835205078125,2004-02-11
42,42,258.71755981445307,735.232666015625,0.6854056715965271,2.153625246137381e-06,3.176359730794332e-10,258.71755981445307,2004-02-12
43,43,253.44960021972656,735.2725219726562,0.6789045333862305,2.149621650460176e-06,0.0,253.44960021972656,2004-02-13
44,44,249.92984008789062,735.388671875,0.3280674815177917,2.1455855403473838e-06,0.0,249.92984008789062,2004-02-14
45,45,245.6806945800781,736.1841430664062,0.5157115459442139,2.1415530682133976e-06,0.0,245.6806945800781,2004-02-15
46,46,243.6918792724609,736.27685546875,0.4820474982261658,2.1375997221184657e-06,0.0,243.6918792724609,2004-02-16
47,47,243.7378387451172,736.2780151367188,0.5067960619926453,2.133632960976684e-06,0.0,243.7378387451172,2004-02-17
48,48,240.2898406982422,736.2932739257812,0.7970501780509949,2.129736913047964e-06,0.0,240.2898406982422,2004-02-18
49,49,242.0752868652344,736.3152465820312,0.6864175796508789,2.1257774278637953e-06,0.0,242.0752868652344,2004-02-19
50,50,252.35011291503903,736.39697265625,0.5382357835769653,2.121634906870895e-06,0.0,252.35011291503903,2004-02-20
51,51,257.8143920898437,736.5770263671875,0.7147588729858398,2.117468511642073e-06,0.0,257.8143920898437,2004-02-21
52,52,258.81881713867193,737.8939819335938,0.8826473355293274,2.113311211360269e-06,0.0,258.81881713867193,2004-02-22
53,53,257.79257202148443,738.9768676757812,0.6440699100494385,2.1090299924253486e-06,0.0,257.79257202148443,2004-02-23
54,54,257.20870971679693,739.0845336914062,0.6585453748703003,2.104897475874168e-06,0.0,257.20870971679693,2004-02-24
55,55,256.51251220703125,739.608642578125,0.8392976522445679,2.1009257125115255e-06,0.0,256.51251220703125,2004-02-25
56,56,254.4979248046875,740.7391967773438,0.8958936929702759,2.096998741762945e-06,0.0,254.4979248046875,2004-02-26
57,57,252.1409149169922,741.1925048828125,0.8386482000350952,2.093127477564849e-06,0.0,252.1409149169922,2004-02-27
58,58,252.156005859375,741.4314575195312,0.5815724730491638,2.089170266117435e-06,0.0,252.156005859375,2004-02-28
59,59,252.633056640625,741.715576171875,0.5201365947723389,2.0851152839895803e-06,0.0,252.633056640625,2004-02-29
60,60,248.64181518554688,741.7814331054688,0.3773089349269867,2.0812351522181416e-06,0.0,248.64181518554688,2004-03-01
61,61,249.6558074951172,741.801025390625,0.0584016777575016,2.07740208679752e-06,0.0,249.6558074951172,2004-03-02
62,62,252.6959991455078,741.801025390625,0.03118449077010155,2.0732995835714974e-06,0.0,252.6959991455078,2004-03-03
63,63,251.79022216796875,741.8032836914062,0.07008196413516997,2.069155470962869e-06,0.0,251.79022216796875,2004-03-04
64,64,248.9590759277344,741.8823852539062,0.3342207372188568,2.065296484943246e-06,0.0,248.9590759277344,2004-03-05
65,65,241.9161376953125,741.9673461914062,0.5909247994422913,2.0617117115762085e-06,0.0,241.9161376953125,2004-03-06
66,66,240.1341094970703,742.0999145507812,0.5359339714050293,2.058082827716134e-06,0.0,240.1341094970703,2004-03-07
67,67,243.0941162109375,742.2416381835938,0.4596283733844757,2.054358901659725e-06,0.0,243.0941162109375,2004-03-08
68,68,246.3347625732422,742.2554931640625,0.3497920334339142,2.050533112196717e-06,0.0,246.3347625732422,2004-03-09
69,69,256.17794799804693,742.6286010742188,0.4548418819904328,2.046527015409083e-06,0.0,256.17794799804693,2004-03-10
70,70,260.19107055664057,743.3838500976562,0.8036191463470459,2.042433834503754e-06,0.0,260.19107055664057,2004-03-11
71,71,261.9736328125,743.4424438476562,0.6379316449165344,2.038158072537044e-06,0.0,261.9736328125,2004-03-12
72,72,261.44537353515625,743.53369140625,0.6643909811973572,2.0337799924163846e-06,0.0,261.44537353515625,2004-03-13
73,73,261.71563720703125,743.5797119140625,0.3666670620441437,2.0293753095756983e-06,0.0,261.71563720703125,2004-03-14
74,74,262.51959228515625,743.6001586914062,0.1519838273525238,2.024639115916216e-06,0.0,262.51959228515625,2004-03-15
75,75,262.22042846679693,743.6651000976562,0.2822141647338867,2.019915655182558e-06,0.0,262.22042846679693,2004-03-16
76,76,260.1063842773437,743.9840698242188,0.8567266464233398,2.015517338804784e-06,0.0,260.1063842773437,2004-03-17
77,77,256.35284423828125,745.0582885742188,0.9768025279045104,2.011334800045006e-06,0.0,256.35284423828125,2004-03-18
78,78,245.15614318847656,746.1296997070312,0.7946723699569702,2.0074330677744e-06,0.0,245.15614318847656,2004-03-19
79,79,248.1511688232422,746.1743774414062,0.23569686710834506,2.0035533907503122e-06,0.0,248.1511688232422,2004-03-20
80,80,261.9506225585937,746.2527465820312,0.34797921776771545,1.9991468889202224e-06,0.0,261.9506225585937,2004-03-21
81,81,267.19497680664057,746.35009765625,0.10961544513702393,1.993895466512185e-06,0.0,267.19497680664057,2004-03-22
82,82,264.64016723632807,746.58740234375,0.3024360835552216,1.987991709029302e-06,6.326949346657784e-07,264.64016723632807,2004-03-23
83,83,245.7711944580078,749.0919799804688,0.7080307006835938,1.983587480935966e-06,1.0169832620476882e-07,245.7711944580078,2004-03-24
84,84,244.45068359375,749.2671508789062,0.34064552187919617,1.9797785171249416e-06,0.0,244.45068359375,2004-03-25
85,85,246.30894470214844,749.2719116210938,0.060175877064466476,1.9759058886847924e-06,0.0,246.30894470214844,2004-03-26
86,86,248.14410400390625,749.385009765625,0.35017722845077515,1.9719552710739663e-06,0.0,248.14410400390625,2004-03-27
87,87,253.3238525390625,749.753662109375,0.6636125445365906,1.967930984392296e-06,0.0,253.3238525390625,2004-03-28
88,88,259.76284790039057,751.6354370117188,0.9108021855354308,1.9636904653452802e-06,0.0,259.76284790039057,2004-03-29
89,89,256.89108276367193,753.7305297851562,0.8942503929138184,1.959298060683068e-06,0.0,256.89108276367193,2004-03-30
90,90,255.28636169433597,757.27001953125,0.9996094703674316,1.9554017853806727e-06,0.0,255.28636169433597,2004-03-31
91,91,256.34402465820307,759.0103149414062,0.7905676364898682,1.9516485281201312e-06,0.0,256.34402465820307,2004-04-01
92,92,260.12802124023443,759.1470947265625,0.09354515373706818,1.9474862256174674e-06,0.0,260.12802124023443,2004-04-02
93,93,265.15505981445307,761.6364135742188,0.7273614406585693,1.9431424789218003e-06,1.261949655884109e-08,265.15505981445307,2004-04-03
94,94,266.1727294921875,763.9130859375,0.8131283521652222,1.9383796825422905e-06,4.226968712828239e-07,266.1727294921875,2004-04-04
95,95,267.94332885742193,764.3914794921875,0.25346964597702026,1.933264911713195e-06,1.3144134527465212e-06,267.94332885742193,2004-04-05
96,96,271.05020141601557,764.3917846679688,0.01063116081058979,1.9271492419647984e-06,3.871664375765249e-06,271.05020141601557,2004-04-06
97,97,272.74435424804693,764.3917846679688,0.0,1.921252760439529e-06,3.408563861739822e-05,272.74435424804693,2004-04-07
98,98,273.24203491210943,764.3920288085938,0.0096411956474185,1.9205720036552516e-06,6.673490861430764e-05,273.24203491210943,2004-04-08
99,99,272.63702392578125,764.4100341796875,0.04984871670603752,1.938964260261855e-06,6.116609438322484e-05,272.63702392578125,2004-04-09
100,100,273.37213134765625,764.5899658203125,0.15950985252857208,1.98977363652375e-06,7.514419849030674e-05,273.37213134765625,2004-04-10
